,SrNo,System_Date_Time,IMEI_Number,Sim_Number,SIMCOM_Manufacturing_DATE,ESP_Name,ESP_Serial_Number,ESP_ManufacturingDate,Network_Timestamp,Body_Temperature,Heart_Rate,SpO2,accX,accY,accZ,gyroX,gyroY,gyroZ,Heading,Body_Activity,Jaw_Movement,AT_Ideal_Temperature,Location,Battery,Device_Status,Network_Timestamp,"Body_Activity
1- standing
0- sitting","Jaw_Movement
0- feeding
1- Head Move
2- Idle
3- Rumination"
2092,31077,2024-09-11 12:22:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:22:03",39.99,0,96.24,-0.53,-4.12,7.77,-0.06,0,0.03,E,Standing,3,37.865,"28.535920,77.567820",100,0,"24/09/11,12:22:03",0,2
2093,31078,2024-09-11 12:23:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:23:13",40.11,0,96.7,-1.06,-4.47,7.53,-0.09,0,0,E,Standing,2,37.865,"28.536090,77.567823",100,0,"24/09/11,12:23:13",0,2
2094,31079,2024-09-11 12:25:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:25:34",38.9,0,89.9,-1.2,-1.2,8.48,-0.09,0.01,0.01,E,Standing,2,37.865,"28.535818,77.567877",100,0,"24/09/11,12:25:34",0,2
2095,31080,2024-09-11 12:27:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:27:55",39.04,0,96.26,-1.69,-3.75,7.65,-0.06,0,0.01,E,Standing,2,37.865,"28.535862,77.567873",100,0,"24/09/11,12:27:55",0,2
2096,31081,2024-09-11 12:31:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:31:26",38.67,0,99.21,9.33,-1.86,-0.39,-0.21,0.18,-0.14,E,Standing,2,37.865,"28.535865,77.567922",100,0,"24/09/11,12:31:26",0,1
2097,31082,2024-09-11 12:32:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:32:37",38.02,0,98.95,9.89,-1.42,-2.4,-0.05,0,0.02,E,Standing,3,37.865,"28.535853,77.567990",100,0,"24/09/11,12:32:37",0,2
2098,31083,2024-09-11 12:33:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:33:47",38.16,0,98.91,9.38,-2.93,-3.67,-0.04,0,0.01,E,Standing,3,37.865,"28.535830,77.567962",100,0,"24/09/11,12:33:47",0,2
2099,31084,2024-09-11 12:35:02,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:34:57",38.26,0,98.95,9.39,-2.21,-4.12,-0.06,0.01,0.02,E,Standing,3,37.865,"28.535865,77.567988",100,0,"24/09/11,12:34:57",0,2
2100,31085,2024-09-11 12:36:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:36:08",38.63,0,98.74,10.11,1.29,-1.54,-0.03,0.05,-0.06,E,Standing,2,37.865,"28.535855,77.567923",100,0,"24/09/11,12:36:08",0,2
2101,31086,2024-09-11 12:37:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:37:18",38.87,0,99.27,10.1,0.19,-1.85,-0.05,0.01,0.02,E,Standing,1,37.865,"28.535885,77.567913",100,0,"24/09/11,12:37:18",0,2
2102,31087,2024-09-11 12:38:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:38:29",38.94,0,99.25,9.56,-2.78,-3.11,-0.06,0,0.01,E,Standing,3,37.865,"28.535857,77.567948",100,0,"24/09/11,12:38:29",0,2
2103,31088,2024-09-11 12:39:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:39:39",39.01,0,99.26,9.51,-2.46,-3.06,0.02,-0.03,-0.03,E,Standing,3,37.865,"28.535857,77.567922",100,0,"24/09/11,12:39:39",0,2
2104,31089,2024-09-11 12:40:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:40:49",39.12,0,99.64,9.57,-2.61,-2.84,-0.06,0.01,0.01,E,Standing,3,37.865,"28.535807,77.568000",100,0,"24/09/11,12:40:49",0,2
2105,31090,2024-09-11 12:42:04,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:42:00",39.07,0,99.16,5.74,2.07,-9.28,-0.07,0,0.02,N,Standing,3,37.865,"28.535773,77.567855",100,0,"24/09/11,12:42:00",0,2
2106,31091,2024-09-11 12:43:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:43:10",38.64,0,99.05,5.87,3.15,-8.74,-0.05,0,0.01,N,Standing,3,37.865,"28.535825,77.567863",100,0,"24/09/11,12:43:10",0,2
2107,31092,2024-09-11 12:44:25,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:44:21",38.74,0,99.27,5.79,3.28,-8.71,-0.04,0.01,0.02,N,Standing,3,37.865,"28.535837,77.567867",100,0,"24/09/11,12:44:21",0,2
2108,31093,2024-09-11 12:45:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:45:31",38.85,0,99.32,5.81,3.33,-8.76,-0.05,0,0.01,N,Standing,3,37.865,"28.535862,77.567877",100,0,"24/09/11,12:45:31",0,2
2109,31094,2024-09-11 12:46:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:46:41",39.04,0,99.31,5.8,3.41,-8.7,-0.05,0.01,0.02,N,Standing,3,37.865,"28.535840,77.567855",100,0,"24/09/11,12:46:41",0,2
2110,31095,2024-09-11 12:47:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:47:52",39.09,0,99.28,5.79,3.41,-8.67,-0.05,0.01,0.01,N,Standing,3,37.865,"28.535840,77.567855",100,0,"24/09/11,12:47:52",0,2
2111,31096,2024-09-11 12:49:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:49:02",39.22,0,99.18,5.89,3.33,-8.64,-0.05,0.01,0.01,N,Standing,3,37.865,"28.535830,77.567852",100,0,"24/09/11,12:49:02",0,2
2112,31097,2024-09-11 12:50:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:50:12",39.27,0,98.93,9.14,-4.24,-2.37,-0.07,0.01,0.01,E,Standing,3,37.865,"28.535830,77.567852",100,0,"24/09/11,12:50:12",0,2
2113,31098,2024-09-11 12:51:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:51:23",39.24,0,99.06,9.65,-2.77,-1.77,-0.07,-0.01,0,E,Standing,2,37.865,"28.535830,77.567852",100,0,"24/09/11,12:51:23",0,2
2114,31099,2024-09-11 12:52:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:52:33",39.33,0,99.06,8.93,-4.63,-1.99,-0.05,0.01,0.02,E,Standing,3,37.865,"28.535788,77.567805",100,0,"24/09/11,12:52:33",0,2
2115,31100,2024-09-11 12:53:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:53:44",39.33,0,99.38,9.82,-2.37,-1.95,-0.07,0.02,0.02,E,Standing,3,37.865,"28.535762,77.567777",100,0,"24/09/11,12:53:44",0,2
2116,31101,2024-09-11 12:57:19,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:57:15",39.44,0,99.44,9.69,-2.58,-2.09,-0.06,-0.01,0.01,E,Standing,3,37.865,"28.535762,77.567845",100,0,"24/09/11,12:57:15",0,3
2117,31102,2024-09-11 12:59:40,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,12:59:36",39.55,0,99.55,10.06,-1.45,-2.35,-0.08,0.03,0.01,E,Standing,3,37.865,"28.535743,77.567792",100,0,"24/09/11,12:59:36",0,2
2118,31103,2024-09-11 13:00:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:00:46",39.55,0,99.59,9.89,-2.1,-1.91,-0.08,-0.05,0.02,E,Standing,3,37.865,"28.535803,77.567792",100,0,"24/09/11,13:00:46",0,2
2119,31104,2024-09-11 13:02:01,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:01:56",39.63,0,99.55,9.94,-2.26,-2.24,-0.08,-0.02,0.01,E,Standing,3,37.865,"28.535803,77.567792",100,0,"24/09/11,13:01:56",0,2
2120,31105,2024-09-11 13:03:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:03:06",39.65,0,99.62,9.68,-1.78,-2.11,-0.07,0.02,0.04,E,Standing,3,37.865,"28.535768,77.567828",100,0,"24/09/11,13:03:06",0,2
2121,31106,2024-09-11 13:05:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:05:27",39.71,0,99.61,9.56,-2.27,-2.25,-0.02,-0.03,0.04,E,Standing,3,37.865,"28.535867,77.567948",100,0,"24/09/11,13:05:27",0,2
2122,31107,2024-09-11 13:06:42,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:06:38",39.83,0,99.62,10.01,-1.91,-1.94,-0.08,-0.03,-0.02,E,Standing,2,37.865,"28.535815,77.567913",100,0,"24/09/11,13:06:38",0,2
2123,31108,2024-09-11 13:07:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:07:48",39.82,0,99.65,9.97,-1.55,-1.86,-0.05,0.05,0.06,E,Standing,2,37.865,"28.535815,77.567913",100,0,"24/09/11,13:07:48",0,2
2124,31109,2024-09-11 13:09:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:08:58",39.85,0,99.66,10.08,-1.57,-1.86,-0.05,0.01,0,E,Standing,2,37.865,"28.535752,77.567905",100,0,"24/09/11,13:08:58",0,2
2125,31110,2024-09-11 13:10:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:10:09",39.93,0,99.65,10.02,-0.28,-2.08,-0.03,0.02,0.01,E,Standing,2,37.865,"28.535743,77.567800",100,0,"24/09/11,13:10:09",0,2
2126,31111,2024-09-11 13:11:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:11:19",39.95,0,99.64,10.08,-0.47,-1.75,-0.04,0.02,0.01,E,Standing,2,37.865,"28.535795,77.567858",100,0,"24/09/11,13:11:19",0,2
2127,31112,2024-09-11 13:12:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:12:30",39.96,0,99.68,10.13,-1.51,-1.87,-0.09,-0.01,0.02,E,Standing,1,37.865,"28.535795,77.567858",100,0,"24/09/11,13:12:30",0,2
2128,31113,2024-09-11 13:13:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:13:40",39.97,0,99.65,9.67,-0.88,-1.88,-0.03,-0.01,0.04,E,Standing,3,37.865,"28.535795,77.567858",100,0,"24/09/11,13:13:40",0,2
2129,31114,2024-09-11 13:14:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:14:50",40.06,0,99.42,9.17,-3.33,-3.51,-0.15,0.11,-0.01,E,Standing,3,37.865,"28.535795,77.567858",100,0,"24/09/11,13:14:50",0,3
2130,31115,2024-09-11 13:16:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:16:01",40.09,0,99.51,8.01,-4.87,-4.1,-0.03,0.01,0.01,E,Standing,3,37.865,"28.535775,77.567842",100,0,"24/09/11,13:16:01",0,3
2131,31116,2024-09-11 13:17:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:17:11",40.08,0,99.47,9.89,-3.67,-2.5,0.02,0.07,-0.05,E,Standing,3,37.865,"28.535787,77.567820",100,0,"24/09/11,13:17:11",0,3
2132,31117,2024-09-11 13:18:26,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:18:22",40.14,0,99.43,9.62,-3.43,-2.62,-0.07,-0.01,0.1,E,Standing,3,37.865,"28.535753,77.567820",100,0,"24/09/11,13:18:22",0,3
2133,31118,2024-09-11 13:19:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:19:32",40.19,0,99.41,9.1,-4.05,-2.78,-0.02,0,0,E,Standing,3,37.865,"28.535752,77.567850",100,0,"24/09/11,13:19:32",0,3
2134,31119,2024-09-11 13:20:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:20:42",40.27,0,99.31,9.62,-3.59,-2.32,-0.19,0.02,0.03,E,Standing,3,37.865,"28.535747,77.567790",100,0,"24/09/11,13:20:42",0,3
2135,31120,2024-09-11 13:21:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:21:53",40.31,0,99.39,9.31,-3.34,-2.7,-0.13,0.02,0.02,E,Standing,3,37.865,"28.535707,77.567790",100,0,"24/09/11,13:21:53",0,3
2136,31121,2024-09-11 13:23:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:23:03",40.28,0,99.41,9.36,-3.19,-2.85,0.03,0.05,-0.01,E,Standing,3,37.865,"28.535748,77.567735",100,0,"24/09/11,13:23:03",0,3
2137,31122,2024-09-11 13:24:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:24:14",40.34,0,99.46,9.63,-3.46,-2.69,-0.01,-0.01,0.03,E,Standing,3,37.865,"28.535738,77.567763",100,0,"24/09/11,13:24:14",0,3
2138,31123,2024-09-11 13:25:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:25:24",40.39,0,99.3,8.71,-4.51,-3.3,0.05,-0.06,-0.02,E,Sitting,3,37.865,"28.535738,77.567763",100,0,"24/09/11,13:25:24",0,3
2139,31124,2024-09-11 13:26:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:26:34",40.5,0,99.27,9.4,-3.67,-2.26,-0.16,0.03,-0.14,E,Sitting,3,37.865,"28.535738,77.567763",100,0,"24/09/11,13:26:34",0,3
2140,31125,2024-09-11 13:27:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:27:45",40.48,0,99.55,9.72,-2.52,-2.19,-0.03,0.01,0.01,E,Sitting,3,37.865,"28.535738,77.567763",100,0,"24/09/11,13:27:45",0,3
2141,31126,2024-09-11 13:29:02,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:28:55",40.51,0,99.47,9.09,-3.9,-2.98,-0.05,-0.04,0.06,E,Standing,2,37.865,"28.535680,77.567788",100,0,"24/09/11,13:28:55",0,3
2142,31127,2024-09-11 13:30:10,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:30:05",40.47,0,99.87,9.17,-3.97,-3.42,-0.08,-0.05,0.04,E,Standing,3,37.865,"28.535687,77.567818",100,0,"24/09/11,13:30:05",0,3
2143,31128,2024-09-11 13:31:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:31:16",40.69,0,98.79,7.44,-5.83,1.34,-0.44,-0.06,-0.06,E,Standing,3,37.865,"28.535718,77.567858",100,0,"24/09/11,13:31:16",0,2
2144,31129,2024-09-11 13:32:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:32:26",40.42,0,99.25,9.96,-1.19,-2.51,-0.04,0,0.01,E,Standing,2,37.865,"28.535718,77.567858",100,0,"24/09/11,13:32:26",0,no vid
2145,31130,2024-09-11 13:34:52,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:34:47",39.8,0,98.6,7,2.91,-7.84,-0.05,0.01,0.01,E,Standing,3,37.865,"28.535675,77.567775",100,0,"24/09/11,13:34:47",0,no vid
2146,31131,2024-09-11 13:36:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:35:57",39.21,0,99.66,7.21,3.52,-7.28,-0.05,0,0.01,E,Standing,2,37.865,"28.535715,77.567815",100,0,"24/09/11,13:35:57",0,no vid
2147,31132,2024-09-11 13:38:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:38:18",39.4,0,100,7.1,3.77,-7.19,-0.05,0,0.01,E,Standing,2,37.865,"28.535742,77.567845",100,0,"24/09/11,13:38:18",0,no vid
2148,31133,2024-09-11 13:39:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:39:29",39.52,0,100,7.09,3.83,-7.15,-0.05,0,0.01,E,Standing,2,37.865,"28.535733,77.567823",100,0,"24/09/11,13:39:29",0,no vid
2149,31134,2024-09-11 13:40:44,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:40:39",39.64,0,100,7.2,4.07,-6.94,-0.05,-0.01,0,E,Standing,2,37.865,"28.535733,77.567823",100,0,"24/09/11,13:40:39",0,no vid
2150,31135,2024-09-11 13:41:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:41:50",39.79,0,98.8,7.63,-6.29,-3.06,-0.05,0,0.01,E,Standing,3,37.865,"28.535782,77.567853",100,0,"24/09/11,13:41:50",0,no vid
2151,31136,2024-09-11 13:43:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:43:00",39.52,0,98.96,6.93,-7.27,-1.55,-0.03,0,0,E,Standing,3,37.865,"28.535782,77.567853",100,0,"24/09/11,13:43:00",0,no vid
2152,31137,2024-09-11 13:44:15,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:44:10",39.61,0,99.19,9.45,-3.31,-2.43,-0.03,0,0.05,E,Standing,3,37.865,"28.535782,77.567853",100,0,"24/09/11,13:44:10",0,no vid
2153,31138,2024-09-11 13:45:25,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:45:21",39.68,0,99,8.59,-5.02,-2.98,-0.08,-0.01,0.01,E,Standing,2,37.865,"28.535740,77.567843",100,0,"24/09/11,13:45:21",0,no vid
2154,31139,2024-09-11 13:46:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:46:31",39.57,0,99.9,7.61,-6.04,-3.79,-0.06,0.01,0.01,E,Standing,3,37.865,"28.535733,77.567815",100,0,"24/09/11,13:46:31",0,no vid
2155,31140,2024-09-11 13:47:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:47:42",39.74,0,99.95,8.4,-5.27,-3.34,-0.06,0.01,0.02,E,Standing,3,37.865,"28.535722,77.567800",100,0,"24/09/11,13:47:42",0,no vid
2156,31141,2024-09-11 13:48:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:48:52",39.8,0,99.7,8.26,-5.39,-3.35,-0.06,0.01,0,E,Standing,3,37.865,"28.535732,77.567778",100,0,"24/09/11,13:48:52",0,no vid
2157,31142,2024-09-11 13:50:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:50:02",39.75,0,98.99,7.75,-5.29,-4.76,-0.01,-0.12,-0.1,E,Standing,3,37.865,"28.535763,77.567765",100,0,"24/09/11,13:50:02",0,no vid
2158,31143,2024-09-11 13:51:18,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:51:13",39.87,0,99.15,9.83,1.42,-0.51,-0.12,0,0.03,E,Standing,3,37.865,"28.535763,77.567765",100,0,"24/09/11,13:51:13",0,no vid
2159,31144,2024-09-11 13:52:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:52:23",39.61,0,99.98,9.56,1.43,-2.96,-0.04,0.13,0.02,E,Standing,3,37.865,"28.535737,77.567827",100,0,"24/09/11,13:52:23",0,no vid
2160,31145,2024-09-11 13:53:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:53:34",39.76,0,99.32,9.88,-0.7,0.19,-0.01,-0.02,0.02,E,Standing,1,37.865,"28.535673,77.567803",100,0,"24/09/11,13:53:34",0,no vid
2161,31146,2024-09-11 13:54:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:54:44",39.88,0,99.62,10.3,1.17,-0.62,-0.05,0.08,0.07,E,Standing,2,37.865,"28.535688,77.567827",100,0,"24/09/11,13:54:44",0,no vid
2162,31147,2024-09-11 13:55:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:55:55",40.08,0,99.5,9.64,-2.05,-2.25,-0.06,0.04,-0.03,E,Standing,3,37.865,"28.535778,77.567798",100,0,"24/09/11,13:55:55",0,no vid
2163,31148,2024-09-11 13:57:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:57:05",40.12,0,96.29,9.96,-1.28,-1.53,-0.23,0.02,0.03,E,Standing,2,37.865,"28.535727,77.567847",100,0,"24/09/11,13:57:05",0,no vid
2164,31149,2024-09-11 13:58:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:58:15",39.72,0,98.9,10.05,-0.01,0.1,0.13,0.02,0.01,E,Standing,2,37.865,"28.535740,77.567807",100,0,"24/09/11,13:58:15",0,no vid
2165,31150,2024-09-11 13:59:30,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,13:59:26",39.84,0,99.58,9.6,2.15,0.34,-0.03,0.01,0.05,E,Standing,3,37.865,"28.535773,77.567778",100,0,"24/09/11,13:59:26",0,no vid
2166,31151,2024-09-11 14:00:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:00:36",40.03,0,99.24,9.15,3.49,-0.45,-0.08,0.05,0,E,Standing,3,37.865,"28.535682,77.567770",100,0,"24/09/11,14:00:36",0,no vid
2167,31152,2024-09-11 14:01:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:01:47",39.95,0,99.18,9.66,1.92,-0.78,-0.04,-0.02,-0.03,E,Standing,3,37.865,"28.535688,77.567767",100,0,"24/09/11,14:01:47",0,no vid
2168,31153,2024-09-11 14:03:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:02:57",39.97,0,99.28,9.76,2.6,-0.09,-0.05,0,0.01,E,Standing,3,37.865,"28.535692,77.567755",100,0,"24/09/11,14:02:57",0,no vid
2169,31154,2024-09-11 14:04:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:04:07",39.87,0,99.89,10.06,0.33,-1.58,-0.01,0.03,0.01,E,Standing,2,37.865,"28.535690,77.567750",100,0,"24/09/11,14:04:07",0,no vid
2170,31155,2024-09-11 14:05:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:05:18",39.78,0,100,9.84,-0.02,0.96,0.05,0.03,-0.01,NE,Standing,2,37.865,"28.535727,77.567697",100,0,"24/09/11,14:05:18",0,no vid
2171,31156,2024-09-11 14:06:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:06:28",39.92,0,99.62,9.5,1.15,0.77,0.64,0.39,-0.26,N,Standing,3,37.865,"28.535745,77.567713",100,0,"24/09/11,14:06:28",0,no vid
2172,31157,2024-09-11 14:08:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:08:49",40.1,0,99.67,10.06,-0.58,-1.66,-0.04,0.01,0.02,E,Standing,2,37.865,"28.535778,77.567745",100,0,"24/09/11,14:08:49",0,no vid
2173,31158,2024-09-11 14:10:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:09:59",40.17,0,99.69,9.33,-1.96,-4.46,-0.01,0.03,-0.01,E,Standing,3,37.865,"28.535763,77.567798",100,0,"24/09/11,14:09:59",1,2
2174,31159,2024-09-11 14:11:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:11:10",40.15,0,98.08,9.43,2.59,1.29,-0.03,-0.02,0.02,NE,Standing,3,37.865,"28.535763,77.567798",100,0,"24/09/11,14:11:10",1,2
2175,31160,2024-09-11 14:13:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:13:31",40.06,0,99.93,9.17,-4.21,-1.07,-0.06,0.01,0.01,E,Standing,3,37.865,"28.535787,77.567785",100,0,"24/09/11,14:13:31",1,2
2176,31161,2024-09-11 14:14:45,862211073312019120027,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:14:41",40.09,0,100,9.5,-3.3,-2.01,-0.06,0.01,0.01,E,Standing,3,37.865,"28.535712,77.567745",100,0,"24/09/11,14:14:41",,
2177,31162,2024-09-11 14:15:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:15:51",39.62,0,100,9.73,0.23,2.66,0.38,0,0.67,NE,Standing,2,37.865,"28.535758,77.567815",100,0,"24/09/11,14:15:51",,
2178,31163,2024-09-11 14:35:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:35:30",34.45,0,99.31,9.9,-1.67,-1.93,-0.1,0.03,0.01,E,Standing,1,37.865,"28.535788,77.567745",100,0,"24/09/11,14:35:30",1,2
